,ENTITY1,RELATION,ENTITY2,ADDITIONAL,VECTOR,LABEL,NEW_RELATION
402,Dáin Ironfoot, led,Ironfoot,father,"[-0.35307893  0.13835604  0.6407184   0.34496298  0.14213645 -1.2739016
  0.18443018  1.6192626  -0.5283945  -0.46448568 -0.15406857 -0.6115607
  0.42213    -0.15403263 -0.0349235  -0.19310974  0.01566812 -0.3606581
 -0.13648486 -0.7561859   0.3648349   0.22922489  0.5717924  -0.5178713
  0.49886835  0.18843244 -0.04770751 -0.08441108 -0.16591236  0.31693497
  0.18223009 -0.27048093  0.54583514 -0.4032676   0.18310377  0.5522332
  0.1940026  -0.6964139  -0.4334305  -0.46348816  0.0645548  -0.03796675
 -0.11693776 -0.20316531  0.3377246   0.2001278  -0.9077096  -0.03066386
 -0.3029421   0.25916412  0.10788438 -0.6263389  -0.07227269  0.04193432
 -0.20625606  0.5918615   0.3937853  -0.32018986 -0.42826647  0.5948328
 -0.23412842 -0.19693069 -0.19783016 -0.03776477 -0.73459536  0.5648672
  0.34031737  0.6362653  -0.39869964  0.65252644  0.10972371  0.10933539
  0.7793237   0.5298541   0.06797987 -0.23787233  0.70559585 -0.49764618
 -0.6392248   0.07053122 -0.45285898  0.24540474 -0.47200304  0.25535336
 -0.65890044 -0.09994821 -0.05483487  0.24393466  0.3956321  -0.20999852
  0.76951027  0.1290355  -0.6113829   0.25978404  0.92345476  0.84645647
  0.28068668 -0.41941935 -0.31146103  0.2529781 ]",7,led
403,Dáin Ironfoot, led,Ironfoot,,"[-0.35307893  0.13835604  0.6407184   0.34496298  0.14213645 -1.2739016
  0.18443018  1.6192626  -0.5283945  -0.46448568 -0.15406857 -0.6115607
  0.42213    -0.15403263 -0.0349235  -0.19310974  0.01566812 -0.3606581
 -0.13648486 -0.7561859   0.3648349   0.22922489  0.5717924  -0.5178713
  0.49886835  0.18843244 -0.04770751 -0.08441108 -0.16591236  0.31693497
  0.18223009 -0.27048093  0.54583514 -0.4032676   0.18310377  0.5522332
  0.1940026  -0.6964139  -0.4334305  -0.46348816  0.0645548  -0.03796675
 -0.11693776 -0.20316531  0.3377246   0.2001278  -0.9077096  -0.03066386
 -0.3029421   0.25916412  0.10788438 -0.6263389  -0.07227269  0.04193432
 -0.20625606  0.5918615   0.3937853  -0.32018986 -0.42826647  0.5948328
 -0.23412842 -0.19693069 -0.19783016 -0.03776477 -0.73459536  0.5648672
  0.34031737  0.6362653  -0.39869964  0.65252644  0.10972371  0.10933539
  0.7793237   0.5298541   0.06797987 -0.23787233  0.70559585 -0.49764618
 -0.6392248   0.07053122 -0.45285898  0.24540474 -0.47200304  0.25535336
 -0.65890044 -0.09994821 -0.05483487  0.24393466  0.3956321  -0.20999852
  0.76951027  0.1290355  -0.6113829   0.25978404  0.92345476  0.84645647
  0.28068668 -0.41941935 -0.31146103  0.2529781 ]",7,led
404,Orcs, waylaid,Thráin,,"[-0.05418881 -0.02275053  0.0534516   0.05154218 -0.01746064 -0.15121187
  0.04053686  0.16752476 -0.09380323 -0.05474111 -0.00552679 -0.0618118
  0.02599192 -0.02234164 -0.01710571 -0.01001045  0.01762611 -0.11661762
 -0.08197366 -0.16048974  0.01630901  0.02089036  0.06338157 -0.09315806
  0.01985311  0.01503337 -0.0373131   0.01945069 -0.05926245  0.02908133
  0.09255606 -0.00079626  0.04002026 -0.01850323  0.00475522  0.0092136
 -0.00760629 -0.05750972 -0.0263794  -0.10068057 -0.01689082 -0.00288419
  0.01095706 -0.03973868  0.05701592 -0.0262411  -0.06690945  0.06939642
 -0.02448859  0.07457118 -0.01450532 -0.0499388  -0.02410457  0.00555664
 -0.10014592  0.07434743 -0.01327983 -0.03950198 -0.0834766   0.0343851
 -0.00184277  0.04952629 -0.01218996 -0.03456089 -0.07468782  0.08026858
  0.02443513  0.06467678 -0.0343947   0.07453147  0.02158725  0.04324034
  0.0866728  -0.00730717  0.01726221 -0.00443791  0.10483563 -0.04794332
 -0.05111638  0.01805462  0.00736199  0.01586469 -0.07061828  0.05748221
 -0.04193638 -0.04377871 -0.06642483  0.01595296  0.05769515 -0.01873175
  0.04836669  0.05505942 -0.0255972   0.0155346   0.13169824  0.07929585
  0.01457549 -0.1174345  -0.00316681  0.01550068]",-1,thoughts
405,Legolas, took,Gimli Glóin,,"[-0.265381    0.5152264   0.1886897   0.06471781  0.05742918 -0.799165
  0.21635722  1.3509287  -0.41840842 -0.5868111  -0.43016177 -0.77274394
 -0.02883528 -0.15327004 -0.11868478 -0.45105052 -0.10884152 -0.44775748
  0.20810536 -0.36101317  0.00224372  0.05260048  0.25556764 -0.47404793
 -0.50557846  0.18220347 -0.0285186  -0.41462812 -0.17654444 -0.00276554
  0.30994895 -0.9651989   0.36591882 -0.46977293 -0.0160471   0.68803596
  0.857407   -0.01703842 -0.51426846 -0.05854168  0.4257365  -0.2635918
 -0.5726514   0.3286134   0.49749333  0.467386   -0.83948976 -0.32258168
  0.29669964  0.02104565  0.02452743 -0.81336176  1.0393522   0.3430585
 -0.35375887  0.59784895  0.37101513 -0.5088792  -0.13125874  0.310623
 -0.02000977 -0.47445104 -0.0201321   0.10070994 -0.6474516   0.46066535
  0.18069208  0.76252717 -0.16307274  0.80748683  0.41195172  0.16705373
  1.201591    0.5091358   0.3667493   0.06810857  0.5285722  -0.05573885
 -0.08295218  0.0872965  -0.95926654 -0.12608992 -0.29911336 -0.12643908
 -0.43092284 -0.48583648  0.18526421  0.19455752  0.3690608  -0.18771069
  0.84152544  0.58720255 -0.26911622  0.16879717 -0.06684247  0.3930829
  0.29846963 -0.00793981  0.43331555  0.4515157 ]",8,took
406,Edain, reach,Númenor,,"[-0.20653947  0.16976239  0.29812077 -0.19277893  0.24421032 -0.618407
 -0.16360712  0.39849672 -0.6657572  -0.0559089  -0.17766531 -0.3232412
  0.27051893 -0.16255279  0.14770272 -0.0712992   0.02246594 -0.1281691
 -0.1871735  -0.68546814  0.31149969  0.22877708  0.1723741  -0.2313057
  0.31306508  0.19939592 -0.04764524  0.22455272 -0.1634367   0.16276689
  0.29720986  0.10793223  0.37694693 -0.2675201  -0.06397111  0.1928671
 -0.16528298 -0.28258726 -0.18362348 -0.3995903  -0.2446731  -0.0879381
  0.19771753  0.03180522  0.16301219 -0.23365605 -0.3832453  -0.05863854
 -0.06789413  0.31941608  0.06296155 -0.06415386 -0.13465211 -0.08420665
  0.07959064  0.07307081  0.01419159  0.05671167 -0.18291533  0.17366488
 -0.09089415  0.0019107   0.09899928  0.10570455 -0.2685804   0.3053912
  0.17686696  0.34330508 -0.26670563  0.45298105 -0.14933316  0.34531453
  0.19337575 -0.00409247  0.30057675 -0.06290016  0.10010407 -0.01816076
 -0.20239148  0.0364496  -0.29284856  0.05710651 -0.58610576  0.38779303
 -0.14983474 -0.00330757  0.13281414  0.17916691  0.3587569   0.00908656
  0.2977092   0.16313733  0.04698522 -0.09332787  0.7708916   0.2671278
 -0.13614166 -0.30048406 -0.09304346  0.17982158]",66,reach
407,Pharazôn, assails,Valinor,,"[-0.0206524   0.01187972  0.02603596  0.00021294 -0.01815416 -0.03840227
  0.0100469   0.05046603 -0.03401982 -0.02882443 -0.00550555 -0.01493474
 -0.0014032  -0.00682177 -0.01922741  0.0089695   0.00794109 -0.04336372
 -0.03510476 -0.06338108  0.01548399  0.00193194  0.01613428 -0.01568135
  0.0045716   0.00950746 -0.00436027 -0.00798358 -0.01242233  0.01566309
  0.03592778  0.00306935  0.02013727 -0.01834582  0.00476387  0.00450438
 -0.00423272 -0.00192189 -0.0020198  -0.0277553   0.004211   -0.01599994
 -0.0036093  -0.00505745  0.01854956 -0.01630196 -0.02171389  0.01508513
  0.00527448  0.03527115 -0.00265488 -0.01872784 -0.00164623 -0.01393763
 -0.03914249  0.02239482 -0.00344945 -0.00438933 -0.03139545 -0.00182824
  0.01288417  0.01757332  0.01092399 -0.00304617 -0.01996795  0.01206353
  0.01548655  0.02475063 -0.00790854  0.0233689   0.01058044  0.01511155
  0.02998946  0.00810081 -0.00107466  0.00327051  0.02348943 -0.02213831
 -0.01391984  0.01673776  0.01175805 -0.00476978 -0.01052815  0.01580995
 -0.01764388 -0.01427319 -0.00878535  0.01450059  0.02304964  0.01016995
  0.02624342  0.02372794  0.00174313  0.00887639  0.03734186  0.0129904
  0.02086505 -0.04830656  0.01189778  0.00492172]",-1,thoughts
408,Sauron, attacks,Gondor,,"[-0.02034446 -0.02623403  0.04254849  0.02611545 -0.00256725 -0.08900658
  0.02415121  0.07870416 -0.07840137 -0.03828844  0.00383992 -0.04351228
  0.00566223 -0.01698625 -0.0029943  -0.01704678  0.01204062 -0.0604555
 -0.05645846 -0.08341896 -0.00385484  0.00537618  0.06085813 -0.06846832
  0.05012359  0.02720567  0.00482028  0.01786165 -0.03157057  0.03409404
  0.06024697  0.00215485  0.04228673 -0.01884626 -0.00284884  0.01728325
 -0.00258634 -0.05192026 -0.0217067  -0.07665776 -0.0310194   0.00643227
 -0.02049803 -0.00864956  0.02875239 -0.03135738 -0.03781454  0.03558519
 -0.02236177  0.06532438 -0.00119652 -0.01710904 -0.03069474 -0.03498016
 -0.05841788  0.06139154 -0.01642904 -0.04725309 -0.07255086  0.0324419
 -0.01130323  0.04860408 -0.0075431  -0.05867482 -0.08165991  0.0520471
  0.02200731  0.06273412 -0.0622502   0.05947153  0.02269163  0.0526634
  0.0490794   0.00181706 -0.01179237  0.00465308  0.06264561 -0.01296138
 -0.02254501  0.02172703 -0.01545776  0.02746675 -0.05210888  0.04987182
 -0.04421411 -0.04872518 -0.01937714 -0.01350777  0.05478539 -0.01093427
  0.0320604   0.04192896 -0.0123321   0.01928499  0.12059727  0.05707797
  0.00191686 -0.11251395 -0.01419326  0.02891575]",-1,thoughts
409,Elrond, weds,Celebrían,,"[-0.01931839  0.03472571  0.02933183  0.01814257 -0.01097769 -0.117674
  0.00954282  0.15187863 -0.06787403 -0.03600248 -0.03472617 -0.08457783
 -0.00727388 -0.02212234 -0.03962328 -0.03031238  0.02901046 -0.11373422
 -0.04851985 -0.13261224  0.03777457  0.02412008  0.03163318 -0.07803936
 -0.00945128  0.02694174 -0.01807391 -0.01959062 -0.05064972  0.02696897
  0.12133946 -0.06073295  0.04659097 -0.05597541 -0.01151619  0.03582868
  0.00850431 -0.00557598 -0.00468888 -0.07505635  0.01517325 -0.02678306
 -0.01391489  0.0089279   0.05111925 -0.02511148 -0.09822942  0.041726
  0.00659422  0.06371314 -0.02508328 -0.07153267  0.05226696  0.03845201
 -0.08194157  0.06440771 -0.00560624 -0.04166617 -0.07807852  0.0011154
  0.00197188  0.01201701  0.00093227 -0.03969331 -0.06124267  0.06435851
  0.02172897  0.09639159 -0.03353565  0.08921063  0.05519635  0.06194355
  0.12161507 -0.00135649  0.04732937  0.02337521  0.06740631 -0.00564815
 -0.03042798  0.03538763 -0.05582307 -0.01847087 -0.08569906  0.01920828
 -0.03085582 -0.08266872 -0.03258217  0.00944161  0.05574551  0.02037404
  0.07726796  0.09207515  0.00073583  0.02212484  0.09743226  0.09100043
 -0.01040349 -0.12360626  0.02602153  0.04968388]",67,weds
410,King Ostoher, rebuilds,Minas,Anor,"[-0.02635356  0.00328011  0.01294573  0.02840116 -0.01595974 -0.0437796
  0.01587177  0.07851662 -0.04535613 -0.0193293  -0.02810135 -0.04019119
  0.0037081   0.00156558 -0.01744422 -0.01638339 -0.00277378 -0.038495
 -0.02393113 -0.05735056  0.02267554  0.00816246  0.02988238 -0.03822775
  0.00034082  0.01400822 -0.00669863 -0.00290661 -0.03578835  0.01851769
  0.04734326 -0.00197815  0.02288702 -0.01320617 -0.00046191  0.02712669
 -0.00942027  0.00395197  0.00127734 -0.04237046  0.02827537 -0.02157378
 -0.00372709  0.00041291  0.03509549 -0.00594238 -0.0318472   0.0248006
 -0.0051938   0.03064854 -0.00526949 -0.04683663  0.01675984 -0.01608153
 -0.04803679  0.05611344 -0.00542363 -0.0136095  -0.04449374 -0.00195301
  0.0083622   0.0135161  -0.01035117 -0.01198171 -0.0259247   0.02686562
  0.0090355   0.04652017 -0.01723145  0.04275737  0.02035262  0.01159878
  0.05658809  0.01330294  0.01111616  0.02411171  0.03338757 -0.02601395
  0.00353233  0.02383629 -0.00810667 -0.01446633 -0.02155243  0.0211479
 -0.02422333 -0.046733   -0.01651535 -0.00378007  0.02720527 -0.003643
  0.03592291  0.03106269  0.01357235  0.00612228  0.0609779   0.03978482
  0.0197912  -0.08016477  0.02210993  0.01869303]",68,rebuilds
411,King Ostoher, rebuilds,Minas,,"[-0.02635356  0.00328011  0.01294573  0.02840116 -0.01595974 -0.0437796
  0.01587177  0.07851662 -0.04535613 -0.0193293  -0.02810135 -0.04019119
  0.0037081   0.00156558 -0.01744422 -0.01638339 -0.00277378 -0.038495
 -0.02393113 -0.05735056  0.02267554  0.00816246  0.02988238 -0.03822775
  0.00034082  0.01400822 -0.00669863 -0.00290661 -0.03578835  0.01851769
  0.04734326 -0.00197815  0.02288702 -0.01320617 -0.00046191  0.02712669
 -0.00942027  0.00395197  0.00127734 -0.04237046  0.02827537 -0.02157378
 -0.00372709  0.00041291  0.03509549 -0.00594238 -0.0318472   0.0248006
 -0.0051938   0.03064854 -0.00526949 -0.04683663  0.01675984 -0.01608153
 -0.04803679  0.05611344 -0.00542363 -0.0136095  -0.04449374 -0.00195301
  0.0083622   0.0135161  -0.01035117 -0.01198171 -0.0259247   0.02686562
  0.0090355   0.04652017 -0.01723145  0.04275737  0.02035262  0.01159878
  0.05658809  0.01330294  0.01111616  0.02411171  0.03338757 -0.02601395
  0.00353233  0.02383629 -0.00810667 -0.01446633 -0.02155243  0.0211479
 -0.02422333 -0.046733   -0.01651535 -0.00378007  0.02720527 -0.003643
  0.03592291  0.03106269  0.01357235  0.00612228  0.0609779   0.03978482
  0.0197912  -0.08016477  0.02210993  0.01869303]",68,rebuilds
412,Fallohides, enter,Eriador,,"[ 0.00927957  0.2742266  -0.07594535 -0.17091487  0.25136217 -0.3034073
 -0.14067747  0.09458169 -0.34360373  0.01089642 -0.00190592 -0.03788282
 -0.04497742 -0.1186206   0.20436928 -0.28144753 -0.07661532  0.05830582
  0.02774369 -0.21916999  0.21288148  0.16698772 -0.00690493 -0.19027139
  0.0973473  -0.01370794  0.01339216  0.15761307 -0.08890846  0.0099752
  0.25293216 -0.10413536  0.11067593 -0.14100114 -0.07927647  0.26331773
  0.03868512 -0.06284669 -0.05157109 -0.24976441 -0.14662202 -0.08673692
 -0.04648336  0.03953534  0.09933183 -0.14744857 -0.29423788  0.00589084
  0.06404678  0.12909976  0.23263979  0.00157198  0.17221217  0.04071692
  0.14654908 -0.0610489   0.08065689  0.02005532 -0.06765461  0.05283146
 -0.02425654  0.05909546  0.08236054 -0.1618893  -0.14697963  0.2086574
  0.20506471  0.28819737 -0.41923818  0.25051555 -0.14345096  0.36122632
  0.22488171 -0.12706184  0.2901836   0.0211854  -0.22798966  0.30132338
 -0.05336707  0.02576073 -0.32880044  0.10077558 -0.37736583  0.3189716
  0.00534503 -0.06539537  0.08662045  0.01344593  0.23800032  0.01050086
  0.20324767  0.18357748  0.17619441 -0.16532433  0.39576432  0.12658763
 -0.3627377  -0.1723562  -0.02569541  0.16072395]",-1,thoughts
413,Angmar, invades,Arnor,,"[-1.6486060e-02 -6.9379300e-04  1.3231414e-02  2.5322279e-03
 -1.6836897e-02 -4.8022937e-02  8.3852494e-03  5.2286655e-02
 -3.1524174e-02 -2.8873825e-02  5.4602749e-03 -3.5517786e-02
 -1.3192735e-02 -1.4066908e-02 -2.6929300e-02 -1.1001830e-03
  1.3284353e-02 -1.8973943e-02 -2.4940109e-02 -3.5523996e-02
  7.5367126e-03  3.0238344e-04  1.1994228e-02 -2.5247391e-02
  3.4105143e-04  8.4916223e-03 -5.5445600e-03 -2.7269777e-03
 -1.3395162e-02  4.7595071e-04  2.8019974e-02 -4.8781973e-03
  2.1298930e-02 -2.3090599e-02 -1.0741336e-02 -2.0425930e-03
  1.2172374e-02 -1.0100052e-02  5.9391872e-04 -1.4741237e-02
  8.4804156e-04 -1.5916044e-03  2.1392447e-03 -1.2424532e-02
  1.7472016e-02 -3.3470066e-04 -1.5603201e-02  1.7204344e-02
  1.0165447e-02  3.2277759e-02 -4.5648245e-03 -4.9701370e-03
  5.7399981e-03 -5.8135190e-03 -1.5638892e-02  1.9705111e-02
  4.4207154e-03 -1.2032793e-02 -2.8289735e-02  3.9958716e-03
  5.3176685e-04 -7.5265503e-05 -2.1977420e-03 -1.2507557e-02
 -3.4749381e-02  1.3115084e-02  1.2702902e-02  3.4331575e-02
 -3.4650250e-03  4.1988742e-02  2.6850175e-02  2.0458084e-02
  3.8522396e-02 -7.6104370e-03  1.0076288e-02 -6.4370376e-03
  3.9809275e-02 -9.6420851e-03 -1.9501697e-02  1.4493121e-02
 -1.5339105e-02  5.9221196e-03 -2.5169633e-02  9.5777689e-03
 -2.3256959e-02 -2.0591227e-02  6.4574264e-04  5.4024062e-03
  2.4996487e-02  3.9582546e-03  2.8193289e-02  1.6468655e-02
 -6.6406648e-03  3.1832799e-03  4.9511515e-02  3.0435823e-02
  6.1886013e-04 -4.9562711e-02  4.6096551e-03  1.7762499e-02]",-1,thoughts
414,Corsairs, ravage,Pelargir,,"[-0.01943889  0.00954618  0.0238767   0.0157005  -0.00920543 -0.06628248
  0.01827379  0.067297   -0.02155495 -0.02478692 -0.00146626 -0.02896154
  0.00843327 -0.01391932 -0.0147736  -0.00777738  0.00240876 -0.03548387
 -0.02435437 -0.04658825  0.0215079   0.01257607  0.04080805 -0.03972177
  0.01303427  0.01472764 -0.00232695 -0.00939879 -0.00793303  0.01694122
  0.04272902 -0.00112034  0.01849216 -0.00923454  0.00489992  0.02797808
 -0.01431955 -0.01902349 -0.00792885 -0.03303448  0.00963579  0.00216757
  0.0122473  -0.0266597   0.01305011 -0.00679609 -0.02560973  0.01100247
 -0.02037409  0.02587963 -0.00189885 -0.02819331 -0.00787124 -0.00216654
 -0.04506887  0.03063327 -0.00482742 -0.00805343 -0.04666508  0.00610839
  0.00375382  0.01621388 -0.00347548 -0.01212593 -0.02027577  0.02496793
  0.00220078  0.03573617 -0.01803757  0.02954643  0.01297027  0.00520093
  0.03400685  0.02023687 -0.00626931  0.01538847  0.03154618 -0.01817076
 -0.0240083   0.01237471 -0.01212303 -0.01048145 -0.0259856   0.01402479
 -0.01963876 -0.01355817 -0.00635564  0.01147967  0.01565132 -0.01246273
  0.01863226  0.0278431  -0.01431615  0.01182295  0.0568145   0.03769294
  0.00280074 -0.05976633 -0.01512433  0.01539735]",-1,thoughts
415,Plague, devastates,Gondor,,"[-0.01224955  0.0006893   0.02050352  0.00296395 -0.01526045 -0.02127923
  0.01393735  0.0286638  -0.01869593 -0.01230057 -0.00549306 -0.02548528
 -0.00620576 -0.01047072  0.00218371  0.00644123  0.01161004 -0.00802085
 -0.01203239 -0.03487663  0.00800786  0.01063479  0.01358379 -0.01790391
  0.00558264  0.00111148  0.00631631  0.0076786  -0.00386903  0.00809561
  0.01932423 -0.00407565  0.01319458  0.00537548  0.00393053  0.00928237
 -0.00117338 -0.00906275  0.00555656 -0.02525439 -0.00320919  0.00206533
  0.00629534 -0.01171027  0.01627381  0.00129685 -0.01766283  0.00589355
 -0.00096946  0.01488306 -0.0064314  -0.00425088 -0.0013456  -0.00534619
 -0.02248327  0.026922   -0.01158926 -0.01335135 -0.02913816 -0.00471055
  0.00022823  0.01909578 -0.00341595 -0.01144676 -0.02244102 -0.00036341
 -0.00700589  0.02108314 -0.00960581  0.01216697  0.00877206  0.00065634
  0.02244836 -0.00557765  0.0060874   0.00460888  0.01832602 -0.01500438
 -0.00823777  0.00863272 -0.0093822  -0.00431113 -0.02277773 -0.00059557
 -0.00394071 -0.01768703 -0.0126952  -0.00928013  0.0215592  -0.00454657
  0.00186487  0.02006755 -0.0113568   0.00796064  0.01981837  0.02605461
  0.00481094 -0.02992861 -0.00795512  0.01165135]",-1,thoughts
416,King Telumehtar Umbardacil, retakes,Umbar,,"[-0.01463165  0.00757285  0.00936441  0.00087365  0.00635455 -0.02457267
 -0.00188748  0.04991382 -0.01581131 -0.00809529 -0.00431081 -0.01189609
  0.00851371 -0.01488875 -0.01039358  0.00619299  0.01199367 -0.01952658
 -0.00971498 -0.04758056 -0.00011655  0.00367047 -0.00299087 -0.01951862
 -0.00953273  0.00402673  0.00115562 -0.00037339 -0.00681768 -0.00083113
  0.01467606 -0.00883747  0.02172851 -0.00898061  0.00426975  0.00947466
  0.00052218 -0.00146353  0.00265965 -0.03556553 -0.00055956 -0.00503195
 -0.00552959 -0.01430623  0.01691333  0.00063485 -0.03321733  0.02197824
  0.00793511  0.01066331 -0.00178111 -0.00818682 -0.00208475 -0.0029356
 -0.00991542 -0.00301556  0.00485856 -0.02620952 -0.01769496 -0.00121859
 -0.00216142  0.01478483  0.00608076 -0.01037926 -0.01713149  0.01467992
  0.0044184   0.02908859 -0.0099013   0.03061468  0.01586123  0.00916806
  0.03300438 -0.00256849  0.02004639 -0.00094844  0.02532151 -0.00780644
 -0.01193777 -0.00151269 -0.01055255  0.00014584 -0.01174246  0.00339071
 -0.00627305 -0.00347189 -0.00475897  0.01391148  0.01392017  0.00660546
  0.01632822  0.02083068  0.00205771  0.01716153  0.030948    0.01896237
 -0.00416544 -0.02848748  0.00328718  0.00153842]",-1,thoughts
417,Arvedui, weds,Fíriel,daughter,"[-0.01931839  0.03472571  0.02933183  0.01814257 -0.01097769 -0.117674
  0.00954282  0.15187863 -0.06787403 -0.03600248 -0.03472617 -0.08457783
 -0.00727388 -0.02212234 -0.03962328 -0.03031238  0.02901046 -0.11373422
 -0.04851985 -0.13261224  0.03777457  0.02412008  0.03163318 -0.07803936
 -0.00945128  0.02694174 -0.01807391 -0.01959062 -0.05064972  0.02696897
  0.12133946 -0.06073295  0.04659097 -0.05597541 -0.01151619  0.03582868
  0.00850431 -0.00557598 -0.00468888 -0.07505635  0.01517325 -0.02678306
 -0.01391489  0.0089279   0.05111925 -0.02511148 -0.09822942  0.041726
  0.00659422  0.06371314 -0.02508328 -0.07153267  0.05226696  0.03845201
 -0.08194157  0.06440771 -0.00560624 -0.04166617 -0.07807852  0.0011154
  0.00197188  0.01201701  0.00093227 -0.03969331 -0.06124267  0.06435851
  0.02172897  0.09639159 -0.03353565  0.08921063  0.05519635  0.06194355
  0.12161507 -0.00135649  0.04732937  0.02337521  0.06740631 -0.00564815
 -0.03042798  0.03538763 -0.05582307 -0.01847087 -0.08569906  0.01920828
 -0.03085582 -0.08266872 -0.03258217  0.00944161  0.05574551  0.02037404
  0.07726796  0.09207515  0.00073583  0.02212484  0.09743226  0.09100043
 -0.01040349 -0.12360626  0.02602153  0.04968388]",67,weds
418,Easterlings, overrun,Calenardhon,,"[-0.06250406  0.03791627  0.08337755  0.01530456 -0.03053142 -0.16980593
  0.02492946  0.17592014 -0.09915312 -0.08506994 -0.00389267 -0.08678576
  0.01969955 -0.01774852 -0.03170452  0.02473906  0.01454173 -0.08914689
 -0.14400905 -0.19376297  0.02556883 -0.01516301  0.0825805  -0.08013102
  0.00176579  0.02687712 -0.01529366  0.00806441 -0.09208652  0.01203753
  0.11433661  0.03057231  0.09302501 -0.02291433 -0.02050675  0.0043051
 -0.03079687 -0.0367719   0.00231708 -0.11033691 -0.01363656 -0.00706045
  0.01950646 -0.07426959  0.06304495 -0.04592405 -0.05484503  0.06706975
 -0.0129496   0.11197501 -0.05778775 -0.0516858  -0.03976385 -0.04686666
 -0.05791251  0.06331863 -0.0192682  -0.02496353 -0.07828983  0.01185175
  0.01417026  0.0425816   0.03520086  0.00334547 -0.06654332  0.02911478
  0.012055    0.07710434 -0.04803871  0.12179507  0.02749817  0.04278821
  0.10610628  0.00465701  0.02937166  0.00680786  0.0845149  -0.11236192
 -0.05199078  0.01839001  0.04591208  0.00284807 -0.08201115  0.06309877
 -0.00757789 -0.04457352 -0.03670718  0.00798465  0.07327003  0.0259722
  0.04730364  0.05202124 -0.00284329  0.00353079  0.13763145  0.08478284
  0.0220558  -0.13174666  0.00448461 -0.02457386]",-1,thoughts
